"id","symbol","date","open","high","low","close","adj_close","volume","provider"
"34810","ARMY.L","2026-03-13 01:00:00+01","12.057999610900879","12.357999801635742","12.057999610900879","12.175999641418457","12.175999641418457","11087","Yahoo"
"35475","ARMY.L","2025-10-23 02:00:00+02","9.913999557495117","10","9.829000473022461","9.831999778747559","9.831999778747559","38633","Yahoo"
"35529","ARMY.L","2026-01-12 01:00:00+01","13.095999717712402","13.095999717712402","12.545999526977539","12.75","12.75","48594","Yahoo"
"35337","ARMY.L","2025-04-07 02:00:00+02","7.769999980926514","7.769999980926514","7.769999980926514","7.769999980926514","7.769999980926514","0","Yahoo"
"35338","ARMY.L","2025-04-08 02:00:00+02","7.4770002365112305","7.668000221252441","7.447000026702881","7.543000221252441","7.543000221252441","41577","Yahoo"
"35339","ARMY.L","2025-04-09 02:00:00+02","7.4730000495910645","7.4730000495910645","7.169000148773193","7.314000129699707","7.314000129699707","43236","Yahoo"
"35340","ARMY.L","2025-04-10 02:00:00+02","7.735000133514404","7.755000114440918","7.567999839782715","7.64900016784668","7.64900016784668","47507","Yahoo"
"35341","ARMY.L","2025-04-11 02:00:00+02","7.7270002365112305","7.7270002365112305","7.492000102996826","7.6529998779296875","7.6529998779296875","62632","Yahoo"
"35342","ARMY.L","2025-04-14 02:00:00+02","7.804999828338623","8.053000450134277","7.800000190734863","7.9770002365112305","7.9770002365112305","231258","Yahoo"
"35343","ARMY.L","2025-04-15 02:00:00+02","8.102999687194824","8.277000427246094","8.100000381469727","8.25","8.25","340279","Yahoo"
"35344","ARMY.L","2025-04-16 02:00:00+02","8.243000030517578","8.24899959564209","8.069000244140625","8.156000137329102","8.156000137329102","187827","Yahoo"
"35345","ARMY.L","2025-04-17 02:00:00+02","8.14900016784668","8.177000045776367","7.988999843597412","8.07800006866455","8.07800006866455","104148","Yahoo"
"35346","ARMY.L","2025-04-22 02:00:00+02","8.041000366210938","8.135000228881836","7.931000232696533","8.02400016784668","8.02400016784668","124788","Yahoo"
"35347","ARMY.L","2025-04-23 02:00:00+02","7.943999767303467","7.985000133514404","7.736000061035156","7.872000217437744","7.872000217437744","134253","Yahoo"
"35348","ARMY.L","2025-04-24 02:00:00+02","7.920000076293945","7.98199987411499","7.820000171661377","7.98199987411499","7.98199987411499","62242","Yahoo"
"35349","ARMY.L","2025-04-25 02:00:00+02","8.029999732971191","8.20199966430664","8","8.067000389099121","8.067000389099121","118659","Yahoo"
"35350","ARMY.L","2025-04-28 02:00:00+02","8.166999816894531","8.166999816894531","8","8.038000106811523","8.038000106811523","142429","Yahoo"
"35351","ARMY.L","2025-04-29 02:00:00+02","8.196000099182129","8.241999626159668","8.149999618530273","8.206999778747559","8.206999778747559","90466","Yahoo"
"35352","ARMY.L","2025-04-30 02:00:00+02","8.291999816894531","8.348999977111816","8.243000030517578","8.322999954223633","8.322999954223633","124343","Yahoo"
"35353","ARMY.L","2025-05-01 02:00:00+02","8.322999954223633","8.322999954223633","8.322999954223633","8.322999954223633","8.322999954223633","0","Yahoo"
"35354","ARMY.L","2025-05-02 02:00:00+02","8.482999801635742","8.675000190734863","8.449999809265137","8.675000190734863","8.675000190734863","138693","Yahoo"
"35355","ARMY.L","2025-05-06 02:00:00+02","8.836999893188477","8.836999893188477","8.5","8.696999549865723","8.696999549865723","213569","Yahoo"
"35356","ARMY.L","2025-05-07 02:00:00+02","8.75","8.767999649047852","8.574999809265137","8.635000228881836","8.635000228881836","363405","Yahoo"
"35357","ARMY.L","2025-05-08 02:00:00+02","8.75","8.866000175476074","8.668000221252441","8.861000061035156","8.861000061035156","250034","Yahoo"
"35358","ARMY.L","2025-05-09 02:00:00+02","8.880000114440918","8.901000022888184","8.65999984741211","8.682999610900879","8.682999610900879","245826","Yahoo"
"35359","ARMY.L","2025-05-12 02:00:00+02","8.600000381469727","8.628000259399414","8.279999732971191","8.531000137329102","8.531000137329102","121028","Yahoo"
"35360","ARMY.L","2025-05-13 02:00:00+02","8.550999641418457","8.60200023651123","8.461999893188477","8.541000366210938","8.541000366210938","95482","Yahoo"
"35361","ARMY.L","2025-05-14 02:00:00+02","8.637999534606934","8.64900016784668","8.45199966430664","8.47700023651123","8.47700023651123","74575","Yahoo"
"35362","ARMY.L","2025-05-15 02:00:00+02","8.543000221252441","8.748000144958496","8.541000366210938","8.741000175476074","8.741000175476074","89873","Yahoo"
"35363","ARMY.L","2025-05-16 02:00:00+02","8.79699993133545","8.895000457763672","8.75","8.835000038146973","8.835000038146973","143303","Yahoo"
"35364","ARMY.L","2025-05-19 02:00:00+02","8.845000267028809","8.944000244140625","8.789999961853027","8.9350004196167","8.9350004196167","200736","Yahoo"
"35365","ARMY.L","2025-05-20 02:00:00+02","8.993000030517578","9.04699993133545","8.9350004196167","9.015000343322754","9.015000343322754","166929","Yahoo"
"35366","ARMY.L","2025-05-21 02:00:00+02","9.149999618530273","9.211000442504883","9.057999610900879","9.170000076293945","9.170000076293945","253755","Yahoo"
"35367","ARMY.L","2025-05-22 02:00:00+02","9.149999618530273","9.199999809265137","9.020000457763672","9.137999534606934","9.137999534606934","254170","Yahoo"
"35368","ARMY.L","2025-05-23 02:00:00+02","9.182000160217285","9.230999946594238","8.949999809265137","9.10099983215332","9.10099983215332","177993","Yahoo"
"35369","ARMY.L","2025-05-27 02:00:00+02","9.425000190734863","9.484999656677246","9.321000099182129","9.451000213623047","9.451000213623047","216188","Yahoo"
"35370","ARMY.L","2025-05-28 02:00:00+02","9.598999977111816","9.677000045776367","9.550000190734863","9.574000358581543","9.574000358581543","314081","Yahoo"
"35371","ARMY.L","2025-05-29 02:00:00+02","9.649999618530273","9.656000137329102","9.423999786376953","9.486000061035156","9.486000061035156","214609","Yahoo"
"35372","ARMY.L","2025-05-30 02:00:00+02","9.51099967956543","9.598999977111816","9.454999923706055","9.52400016784668","9.52400016784668","242698","Yahoo"
"35373","ARMY.L","2025-06-02 02:00:00+02","9.65999984741211","9.805000305175781","9.380000114440918","9.550999641418457","9.550999641418457","247480","Yahoo"
"35374","ARMY.L","2025-06-03 02:00:00+02","9.592000007629395","9.73799991607666","9.539999961853027","9.73799991607666","9.73799991607666","215370","Yahoo"
"35375","ARMY.L","2025-06-04 02:00:00+02","9.72599983215332","9.788000106811523","9.54699993133545","9.673999786376953","9.673999786376953","146539","Yahoo"
"35376","ARMY.L","2025-06-05 02:00:00+02","9.654999732971191","9.944999694824219","9.631999969482422","9.8100004196167","9.8100004196167","238423","Yahoo"
"35377","ARMY.L","2025-06-06 02:00:00+02","9.831999778747559","9.84000015258789","9.569000244140625","9.619999885559082","9.619999885559082","203107","Yahoo"
